,disability,stayed_in_emergency_shelter,minority,hospitalized_due_to_malnutrition,marital_status,Gender,num_shelters_year,years_not_in_residence,Age,num_times_relocated_month,days_since_hot_meal,num_dependents,avg_meal_per_day
1808,no,yes,yes,no,married,other,4,12,36,9,451,2,0
1809,yes,yes,yes,no,married,other,7,5,53,4,366,1,0
1810,yes,no,no,no,married,female,9,10,22,12,52,3,0
1811,no,yes,yes,no,married,male,7,14,22,14,521,2,0
1812,yes,no,no,yes,single,male,2,1,23,17,196,3,1
1813,no,yes,yes,no,married,other,6,11,39,16,468,2,0
1814,yes,no,yes,yes,single,other,10,5,18,14,168,3,0
1815,yes,no,yes,no,single,male,3,4,27,18,218,2,0
1816,yes,no,yes,no,single,other,9,12,24,14,252,0,1
1817,no,no,no,no,single,male,1,9,37,6,514,2,0
1818,no,yes,yes,yes,married,other,9,6,18,16,446,1,0
1819,yes,no,no,no,married,male,1,9,45,4,197,1,0
1820,yes,yes,no,yes,single,other,8,8,33,20,72,1,1
1821,no,no,yes,yes,single,male,1,11,65,13,167,0,1
1822,yes,no,no,yes,single,male,9,3,53,20,120,3,1
1823,yes,yes,no,no,married,male,5,7,39,14,379,3,1
1824,yes,yes,yes,no,married,male,8,5,23,11,478,2,0
1825,no,no,no,no,single,female,9,11,50,17,526,3,1
1826,yes,yes,no,no,married,female,10,8,57,6,113,3,0
1827,yes,no,no,no,married,female,4,15,26,11,329,0,1
1828,no,no,no,no,single,female,1,14,52,6,408,2,1
1829,yes,yes,yes,yes,single,female,1,14,50,10,182,2,1
1830,yes,no,yes,no,married,female,6,12,38,20,271,1,0
1831,no,no,yes,no,married,male,6,13,57,14,554,0,1
1832,no,no,no,no,single,female,10,15,39,13,30,3,0
1833,yes,no,no,yes,married,other,1,11,32,15,545,1,0
1834,yes,yes,yes,no,married,female,9,12,56,4,458,2,1
1835,yes,yes,yes,yes,married,female,10,10,25,8,410,3,1
1836,yes,yes,no,yes,married,other,2,8,19,6,109,3,0
1837,yes,yes,yes,yes,single,other,7,6,62,10,30,1,1
1838,yes,yes,no,yes,married,other,3,12,22,4,578,0,1
1839,no,no,yes,no,single,other,4,5,43,6,380,3,1
1840,yes,no,no,no,married,female,9,15,20,8,238,2,1
1841,no,yes,no,yes,single,male,4,10,51,20,97,1,0
1842,no,no,no,yes,single,other,2,5,58,17,581,2,0
1843,no,no,no,yes,married,male,2,10,39,17,574,3,0
1844,no,yes,no,yes,single,other,3,13,56,12,545,2,0
1845,yes,yes,yes,yes,single,male,4,6,26,10,352,2,0
1846,no,no,yes,no,married,female,6,11,40,20,598,1,0
1847,no,no,no,yes,married,male,1,11,56,11,363,3,1
1848,no,no,no,yes,married,other,4,8,51,7,507,3,1
1849,yes,no,no,no,single,male,1,2,30,18,268,2,1
1850,yes,yes,yes,no,single,male,8,8,58,4,315,3,1
1851,yes,no,no,yes,married,female,8,8,42,16,308,1,0
1852,yes,no,yes,yes,married,other,9,6,41,19,213,2,1
1853,yes,no,yes,yes,married,female,10,6,40,13,540,2,0
1854,yes,yes,yes,yes,single,male,4,15,28,11,337,0,1
1855,no,no,yes,no,single,female,4,11,20,9,280,2,0
1856,no,no,yes,yes,married,other,9,1,57,11,434,1,1
1857,no,no,yes,yes,married,male,1,6,61,4,548,3,1
1858,no,no,no,no,married,female,8,11,52,15,183,3,1
1859,yes,no,yes,no,married,male,2,9,50,14,329,0,1
1860,yes,yes,no,no,married,male,2,6,53,16,468,0,1
1861,no,no,yes,yes,single,female,10,13,57,18,142,2,0
1862,yes,yes,no,yes,married,other,6,10,38,20,313,0,0
1863,no,no,no,yes,single,other,5,15,60,15,53,3,1
1864,yes,yes,no,yes,married,other,9,2,57,18,401,2,1
1865,yes,yes,no,no,married,female,10,7,50,4,178,1,1
1866,yes,no,yes,yes,single,male,10,12,30,8,77,2,1
1867,no,no,yes,yes,single,other,10,6,65,18,509,1,1
1868,yes,no,no,no,married,female,8,15,36,4,271,0,1
1869,yes,no,yes,no,single,female,5,12,53,12,104,0,1
1870,no,yes,yes,yes,married,other,8,2,49,20,36,2,1
1871,no,no,yes,yes,married,other,10,14,54,10,591,2,0
1872,yes,no,no,yes,married,other,5,6,19,9,229,2,1
1873,yes,no,yes,no,single,other,2,8,20,16,310,3,1
1874,yes,no,yes,no,married,other,7,6,54,12,439,3,1
1875,yes,yes,yes,no,married,male,10,12,53,6,207,1,0
1876,yes,no,yes,no,married,female,4,2,49,13,268,1,1
1877,yes,no,no,no,married,female,3,14,27,19,173,2,0
1878,no,yes,no,no,married,other,8,14,34,4,91,1,1
1879,no,no,no,yes,married,other,8,1,59,17,307,0,0
1880,no,yes,yes,yes,married,other,9,13,53,18,369,1,1
1881,yes,yes,yes,no,single,male,3,4,58,16,39,2,1
1882,yes,yes,no,no,single,male,10,1,30,8,371,0,1
1883,yes,yes,yes,no,single,male,10,14,20,13,573,1,1
1884,yes,no,yes,no,married,other,6,5,25,17,322,3,0
1885,yes,yes,yes,yes,married,male,4,5,53,5,380,2,0
1886,yes,no,yes,yes,married,other,5,13,48,7,374,0,1
1887,no,yes,no,yes,married,other,10,10,31,9,550,3,0
1888,no,yes,yes,no,married,female,9,10,65,4,420,2,0
1889,no,no,yes,no,married,female,3,6,49,20,192,2,1
1890,no,yes,no,yes,single,female,7,8,60,14,334,2,0
1891,no,no,no,no,single,other,7,4,53,8,443,0,1
1892,yes,yes,no,yes,single,female,2,6,39,12,171,0,1
1893,yes,no,yes,yes,married,female,10,14,45,12,141,2,1
1894,yes,no,no,no,married,other,2,8,25,8,93,3,1
1895,yes,yes,no,no,single,female,10,8,58,6,419,2,0
1896,no,yes,yes,yes,married,female,9,13,28,13,460,1,0
1897,no,no,no,no,married,female,3,6,35,17,352,2,1
1898,yes,yes,no,no,married,female,5,15,64,11,197,0,0
1899,no,yes,yes,no,single,female,3,11,44,20,219,1,1
1900,no,yes,no,yes,single,other,1,3,30,18,203,2,1
1901,no,yes,yes,no,married,other,6,3,28,13,334,2,1
1902,no,no,yes,no,single,other,6,1,39,17,409,0,0
1903,yes,no,yes,yes,married,male,8,2,48,13,224,0,1
1904,yes,yes,no,yes,married,male,3,14,20,14,251,3,1
1905,yes,yes,yes,no,married,female,4,8,47,19,151,3,1
1906,yes,yes,yes,no,married,male,3,11,18,9,564,1,1
1907,yes,no,yes,yes,single,female,1,15,30,14,294,0,1
1908,no,no,yes,yes,single,female,6,12,34,8,472,2,0
1909,no,yes,yes,yes,single,other,3,10,26,11,352,1,1
1910,no,yes,yes,yes,married,female,2,7,24,9,87,1,0
1911,yes,yes,yes,no,married,other,2,14,46,20,553,0,1
1912,yes,yes,no,yes,married,male,4,7,62,20,565,0,1
1913,no,yes,no,no,married,other,5,11,31,11,531,3,1
1914,no,no,no,yes,single,female,7,6,41,14,409,1,0
1915,no,no,yes,no,married,other,8,15,41,17,322,0,1
1916,no,yes,no,yes,single,other,10,4,63,9,338,1,0
1917,yes,yes,no,no,single,other,4,6,55,16,517,3,0
1918,yes,no,no,yes,married,male,4,9,29,18,323,1,0
1919,yes,no,yes,yes,married,female,1,12,38,4,67,0,1
1920,no,no,yes,no,single,male,2,7,40,9,75,2,0
1921,no,yes,no,yes,married,male,6,1,44,11,48,0,1
1922,no,yes,yes,yes,single,female,1,14,35,15,587,0,1
1923,yes,yes,no,yes,single,female,10,15,48,7,261,2,1
1924,no,no,yes,yes,married,female,4,15,20,19,311,3,1
1925,no,no,no,yes,single,other,5,4,28,18,590,0,1
1926,yes,yes,yes,yes,single,female,3,3,54,7,331,0,0
1927,yes,no,no,yes,married,female,7,12,63,7,156,0,1
1928,no,yes,yes,no,single,female,7,13,20,5,510,2,1
1929,no,yes,yes,yes,single,other,1,12,62,4,567,3,0
1930,yes,no,yes,yes,single,female,3,6,54,11,178,1,0
1931,yes,no,yes,yes,married,other,3,5,63,18,47,0,1
1932,yes,yes,no,yes,single,female,3,2,60,19,425,2,1
1933,yes,yes,no,no,single,male,8,13,26,16,451,1,0
1934,no,no,yes,yes,single,male,7,6,34,5,418,0,1
1935,yes,yes,yes,yes,single,male,1,11,26,16,397,0,0
1936,no,yes,yes,yes,single,female,6,3,48,7,235,1,0
1937,yes,yes,yes,no,single,male,6,12,41,20,512,2,1
1938,no,no,yes,no,single,other,9,13,59,16,196,0,0
1939,yes,yes,no,yes,married,male,10,7,55,15,460,0,1
1940,no,no,no,yes,married,other,6,3,21,6,244,2,1
1941,no,yes,no,yes,single,male,5,11,56,17,231,1,0
1942,no,yes,no,yes,married,male,4,4,43,11,34,1,0
1943,yes,no,no,yes,married,female,3,9,23,8,568,0,0
1944,yes,yes,no,yes,married,male,1,7,30,8,312,2,0
1945,no,no,yes,no,married,male,10,14,32,12,107,0,0
1946,no,yes,yes,yes,single,other,1,10,29,15,455,1,1
1947,no,no,no,no,married,other,4,2,44,18,89,0,1
1948,yes,no,no,no,married,female,6,8,27,8,511,1,0
1949,no,yes,yes,yes,married,other,10,13,45,5,521,0,1
1950,no,no,yes,yes,married,male,10,7,55,7,141,2,0
1951,no,no,no,no,married,female,1,15,57,15,236,0,1
1952,no,no,yes,no,married,female,9,6,24,5,337,3,1
1953,no,no,yes,no,married,male,4,5,59,19,245,1,0
1954,yes,yes,no,no,married,female,9,7,44,10,413,3,1
1955,no,yes,yes,no,single,female,3,2,52,17,127,0,0
1956,no,no,yes,no,married,male,4,10,44,18,275,3,0
1957,yes,no,no,no,single,male,5,13,33,6,402,0,1
1958,yes,yes,yes,yes,married,male,6,6,32,9,192,0,0
1959,yes,yes,no,no,married,other,10,4,61,6,283,1,1
1960,yes,no,no,no,single,female,2,3,55,8,461,2,0
1961,yes,no,yes,yes,married,female,7,7,36,4,98,0,0
1962,yes,no,no,yes,single,other,9,14,62,10,108,1,0
1963,yes,yes,yes,yes,single,female,10,8,29,19,425,3,1
1964,yes,yes,no,no,single,female,10,1,39,13,389,1,0
1965,yes,yes,no,yes,married,other,6,3,48,11,471,2,1
1966,no,no,no,no,married,female,8,5,62,16,587,3,1
1967,no,no,yes,yes,single,female,4,11,25,5,502,0,1
1968,no,yes,yes,yes,married,male,4,7,20,14,120,1,0
1969,no,no,no,yes,single,other,8,1,20,13,157,3,1
1970,no,no,yes,no,married,male,7,13,26,8,559,1,0
1971,no,yes,no,no,married,female,2,12,60,7,157,1,1
1972,no,no,no,no,married,other,9,4,23,6,335,2,1
1973,yes,yes,no,yes,married,other,4,4,38,14,172,1,1
1974,no,yes,no,no,married,other,9,8,44,11,49,2,1
1975,yes,no,yes,no,married,female,2,3,28,6,344,1,0
1976,yes,yes,no,no,married,male,8,7,59,10,596,1,0
1977,no,no,yes,no,married,female,2,2,52,17,50,3,1
1978,no,yes,yes,yes,married,female,6,5,51,6,172,1,0
1979,no,yes,no,yes,single,male,6,6,26,12,176,1,1
1980,no,no,no,yes,single,male,2,9,18,13,419,1,1
1981,no,no,no,yes,single,other,7,14,64,17,107,0,0
1982,yes,yes,no,yes,single,other,2,3,63,16,171,0,1
1983,no,yes,yes,no,single,male,9,8,18,13,51,1,0
1984,yes,no,no,no,single,other,3,6,36,11,181,3,0
1985,yes,no,yes,no,married,male,7,3,26,20,59,2,1
1986,yes,yes,yes,yes,single,male,8,2,62,13,308,2,0
1987,no,no,yes,yes,single,other,6,2,64,19,574,3,1
1988,yes,yes,yes,no,married,male,6,1,40,7,363,3,0
1989,no,no,no,yes,married,other,10,12,56,18,386,2,0
1990,yes,no,no,yes,married,female,8,12,22,16,498,1,1
1991,yes,no,yes,no,married,other,2,8,35,20,439,2,1
1992,yes,yes,yes,no,married,female,10,12,37,9,170,2,0
1993,no,no,no,yes,single,female,2,15,32,6,227,3,0
1994,yes,no,no,yes,single,male,5,12,40,4,575,2,1
1995,yes,yes,no,no,married,male,9,6,48,5,50,2,0
1996,no,yes,yes,no,single,male,4,2,28,13,109,1,0
1997,yes,no,no,yes,single,other,5,5,57,4,494,2,0
1998,no,yes,no,yes,married,female,6,13,24,8,96,1,0
1999,yes,yes,no,no,single,male,6,7,18,14,186,0,0
2000,no,yes,yes,no,married,other,6,13,62,5,385,0,0
2001,no,yes,no,no,single,female,3,2,46,7,123,2,0
2002,yes,no,no,yes,single,male,1,8,61,17,447,1,1
2003,yes,yes,yes,no,married,other,10,14,51,16,321,1,0
2004,no,yes,yes,no,married,male,2,10,40,7,153,2,0
2005,no,no,no,no,single,other,4,1,40,20,67,1,0
2006,yes,no,no,yes,single,male,10,4,53,12,380,0,0
2007,no,no,no,yes,single,male,5,8,55,14,531,1,1
2008,no,no,no,no,married,female,9,12,41,16,513,0,0
2009,no,yes,no,yes,married,other,4,13,26,9,284,2,1
2010,yes,yes,no,yes,married,other,6,10,35,4,135,1,1
2011,yes,yes,yes,yes,single,other,10,4,20,16,450,1,1
2012,no,yes,no,yes,single,female,7,6,35,12,75,2,0
2013,no,yes,no,no,married,female,5,5,24,5,478,1,1
2014,yes,yes,no,no,single,other,8,5,56,18,172,1,0
2015,no,no,yes,yes,married,female,3,11,26,5,339,1,1
2016,yes,yes,no,no,married,male,6,14,44,11,600,1,0
2017,no,yes,no,no,married,female,3,9,56,15,283,2,1
2018,no,yes,yes,no,married,other,6,12,26,13,193,1,0
2019,yes,no,no,yes,married,male,5,8,19,16,37,0,1
2020,yes,no,yes,yes,married,male,9,5,54,5,464,1,1
2021,no,yes,yes,no,single,other,7,4,25,7,319,3,0
2022,no,yes,no,yes,single,male,2,5,43,11,255,2,0
2023,no,no,yes,yes,single,male,2,3,21,9,359,0,0
2024,no,no,no,yes,married,male,8,3,63,18,490,1,1
2025,no,no,no,yes,married,male,5,5,61,6,159,2,0
2026,no,yes,no,yes,married,female,4,5,58,7,576,1,0
2027,yes,no,yes,yes,married,other,6,11,32,12,472,1,1
2028,no,yes,no,no,married,male,4,15,30,17,418,1,1
2029,yes,yes,yes,yes,married,other,4,4,42,17,249,1,0
2030,yes,yes,no,yes,married,male,9,10,31,5,344,3,0
2031,yes,yes,no,yes,married,other,1,9,51,16,295,0,1
2032,no,yes,no,no,married,female,3,10,20,18,137,3,0
2033,yes,no,no,no,married,male,4,7,62,19,390,1,0
2034,no,yes,yes,no,married,male,10,6,55,12,140,1,0
2035,no,yes,yes,no,single,female,7,10,37,19,282,3,0
2036,yes,no,yes,no,married,male,7,6,58,13,162,2,0
2037,yes,no,no,no,married,male,7,7,64,11,372,2,0
2038,yes,no,yes,yes,married,female,6,2,35,11,74,1,0
2039,yes,yes,no,no,married,other,8,8,48,16,526,1,0
2040,yes,yes,yes,no,single,female,3,13,35,18,448,3,1
2041,no,no,yes,no,single,other,9,14,59,20,373,0,1
2042,yes,yes,no,yes,married,female,10,5,29,8,403,2,1
2043,no,yes,no,no,single,male,1,3,35,16,352,2,0
2044,yes,yes,no,no,married,female,6,13,39,7,523,2,1
2045,no,no,no,no,married,other,8,8,45,5,314,1,1
2046,yes,no,yes,no,married,other,6,14,37,20,235,2,1
2047,yes,yes,no,yes,single,other,4,1,33,20,363,1,0
2048,no,yes,no,yes,married,female,3,4,23,7,101,2,0
2049,no,no,no,no,married,female,1,14,34,14,274,1,0
2050,no,yes,no,yes,married,male,10,15,24,8,165,0,0
2051,yes,no,yes,yes,single,other,1,10,36,5,115,1,0
2052,yes,yes,no,yes,single,male,10,11,50,5,321,3,0
2053,no,yes,no,yes,married,female,1,11,33,13,556,2,0
2054,yes,no,yes,yes,single,other,3,1,18,17,551,0,0
2055,no,yes,no,no,single,other,9,10,44,8,302,3,0
2056,yes,yes,no,yes,married,other,7,2,38,13,75,1,1
2057,no,yes,yes,yes,single,male,10,1,27,7,92,0,0
2058,yes,no,yes,no,single,female,1,6,63,8,32,0,1
2059,no,no,yes,yes,married,male,4,13,61,16,367,3,1
2060,yes,no,yes,yes,single,male,2,13,34,11,88,3,0
2061,yes,no,no,no,married,male,10,3,63,4,575,2,1
2062,no,no,no,no,married,male,7,14,63,14,489,2,1
2063,no,yes,yes,no,married,female,6,9,46,5,111,3,0
2064,yes,yes,no,yes,single,female,2,9,52,7,245,1,1
2065,no,no,no,yes,single,male,1,2,46,17,412,1,1
2066,no,yes,yes,no,single,female,5,5,29,10,274,0,0
2067,yes,no,no,no,single,female,4,10,33,9,41,2,1
2068,yes,no,no,yes,single,other,9,9,41,17,360,2,1
2069,no,no,no,no,married,female,5,13,64,20,46,2,0
2070,no,yes,yes,yes,single,female,7,13,33,8,164,2,0
2071,no,no,yes,yes,married,male,10,8,38,11,38,3,0
2072,no,no,yes,yes,single,female,5,9,52,13,184,3,1
2073,yes,no,yes,yes,single,female,3,8,26,15,449,1,0
2074,yes,yes,yes,no,married,male,7,4,60,16,461,0,0
2075,no,no,yes,yes,single,female,10,8,53,16,93,0,0
2076,no,yes,yes,no,married,other,10,5,23,17,515,2,1
2077,no,no,no,yes,single,male,1,1,53,10,502,1,1
2078,no,no,yes,yes,single,other,6,5,35,10,260,0,0
2079,yes,no,no,no,single,male,3,12,30,7,578,1,1
2080,no,yes,no,no,single,other,1,9,22,20,410,3,1
2081,yes,yes,yes,yes,single,male,9,4,42,9,548,3,1
2082,no,no,no,yes,single,male,6,15,50,11,477,0,1
2083,yes,yes,no,no,single,male,8,5,28,5,476,3,1
2084,yes,yes,yes,no,single,other,3,8,50,12,65,0,0
2085,yes,no,yes,yes,married,female,5,11,53,15,585,1,0
2086,yes,yes,yes,yes,single,female,8,13,24,18,189,2,0
2087,no,yes,yes,yes,married,other,6,8,58,16,79,0,1
2088,no,yes,yes,yes,single,male,2,10,41,8,493,1,1
2089,yes,yes,no,yes,single,other,7,12,41,18,388,2,0
2090,no,no,no,no,married,male,3,15,30,6,340,0,1
2091,no,no,yes,no,single,female,5,12,18,11,575,2,1
2092,yes,no,no,no,married,male,9,13,23,9,302,2,1
2093,yes,no,yes,yes,married,female,9,7,36,19,262,3,0
2094,yes,no,no,yes,married,male,7,12,43,11,297,0,1
2095,yes,no,yes,no,single,other,10,2,38,19,263,0,0
2096,no,no,yes,yes,married,male,7,11,52,15,234,2,1
2097,no,no,yes,no,single,male,1,10,33,20,170,1,0
2098,yes,no,yes,yes,single,other,5,3,42,18,203,2,1
2099,yes,no,yes,no,single,female,5,6,55,18,130,3,0
2100,yes,no,yes,no,married,male,4,11,50,17,454,0,1
2101,yes,no,yes,no,married,male,3,13,57,9,325,0,1
2102,yes,yes,yes,yes,married,other,5,7,52,12,323,2,1
2103,yes,yes,yes,no,single,male,1,12,26,6,461,2,0
2104,no,no,yes,yes,married,other,10,3,61,5,599,2,1
2105,no,yes,yes,yes,married,male,2,4,19,6,78,1,0
2106,yes,yes,no,no,single,other,9,11,28,18,540,2,1
2107,no,yes,yes,yes,single,female,6,15,25,19,440,0,1
2108,no,yes,no,no,married,female,10,12,50,20,498,1,0
2109,no,yes,yes,yes,married,other,10,1,19,16,490,1,0
2110,no,yes,yes,no,married,female,1,1,22,17,53,0,0
2111,yes,yes,no,no,single,female,4,13,20,20,545,1,0
2112,yes,yes,no,no,single,other,1,7,24,15,154,3,0
2113,no,no,no,yes,single,other,1,1,64,8,382,1,1
2114,no,no,no,no,single,female,10,8,60,17,228,2,1
2115,no,no,yes,no,single,other,8,3,27,13,503,3,0
2116,no,yes,yes,no,married,male,9,3,20,12,468,3,1
2117,yes,yes,no,yes,married,female,7,15,29,10,425,2,0
2118,yes,yes,yes,yes,single,female,5,6,63,5,89,2,1
2119,yes,yes,no,no,single,other,9,1,40,10,83,2,0
2120,no,no,yes,yes,single,female,6,4,34,4,386,2,0
2121,no,yes,yes,yes,single,male,7,4,44,14,284,1,1
2122,yes,yes,yes,no,married,female,7,13,29,12,425,0,0
2123,yes,yes,no,yes,married,female,8,4,46,10,436,3,0
2124,no,yes,yes,no,married,male,3,6,39,16,272,0,1
2125,no,yes,no,yes,single,other,6,2,39,7,341,2,1
2126,yes,yes,no,no,single,other,3,1,43,9,449,1,1
2127,yes,no,yes,no,single,female,4,12,38,8,286,2,1
2128,yes,yes,yes,no,married,other,3,13,27,12,115,2,1
2129,yes,no,no,yes,married,male,9,9,42,20,535,3,1
2130,no,no,no,yes,married,other,7,3,65,13,583,1,0
2131,yes,no,no,yes,married,other,9,13,63,19,157,3,0
2132,yes,no,yes,yes,single,female,9,14,37,4,31,2,0
2133,yes,no,yes,no,single,female,9,14,62,10,590,0,1
2134,no,yes,yes,no,married,female,3,10,26,5,557,2,0
2135,yes,yes,no,no,single,male,1,4,42,10,505,0,0
2136,no,no,no,no,single,female,8,6,58,17,522,1,0
2137,no,no,no,no,single,male,4,7,63,5,391,3,1
2138,yes,yes,no,yes,married,female,4,10,24,9,249,2,1
2139,no,yes,no,no,married,other,1,4,23,12,490,3,0
2140,no,yes,no,yes,single,male,9,15,47,5,336,0,0
2141,yes,yes,yes,no,single,male,2,3,48,18,494,0,0
2142,yes,yes,yes,no,single,female,4,3,64,10,85,1,0
2143,no,no,yes,no,single,male,9,12,41,9,472,1,1
2144,yes,no,no,yes,single,male,10,5,19,6,64,3,0
2145,no,no,yes,no,married,other,5,7,58,19,95,1,1
2146,no,no,no,yes,married,other,10,14,41,4,337,1,1
2147,no,no,yes,yes,married,other,6,10,63,14,388,0,0
2148,no,no,yes,no,married,other,3,10,31,12,495,0,1
2149,yes,yes,no,yes,single,other,3,10,34,7,229,2,0
2150,no,no,no,no,single,male,7,8,28,12,328,2,0
2151,yes,yes,yes,yes,single,male,3,6,31,7,372,1,1
2152,yes,no,yes,no,married,male,4,7,55,17,448,1,0
2153,yes,yes,yes,yes,single,other,8,6,58,6,87,3,1
2154,yes,no,yes,no,single,female,8,6,43,8,53,2,1
2155,no,yes,no,no,married,male,10,9,18,17,493,0,1
2156,yes,yes,no,no,single,male,7,8,25,20,413,0,1
2157,no,no,yes,yes,married,male,9,11,19,18,219,3,1
2158,yes,yes,yes,no,married,female,4,9,19,19,419,2,0
2159,yes,no,no,yes,single,other,3,5,40,12,258,0,1
2160,yes,no,no,no,single,male,10,2,30,14,502,0,1
2161,no,yes,no,no,married,other,10,8,21,11,514,3,0
2162,no,yes,yes,yes,single,female,5,12,28,7,486,1,0
2163,yes,yes,no,yes,single,male,7,12,45,20,277,3,1
2164,no,yes,yes,no,single,male,1,9,48,18,325,2,1
2165,yes,yes,no,no,single,male,7,14,37,10,582,3,0
2166,no,yes,yes,no,single,other,9,12,58,19,475,1,1
2167,yes,no,no,yes,single,male,4,13,36,8,141,2,1
2168,yes,yes,no,yes,single,female,1,10,21,10,193,3,0
2169,yes,no,no,yes,married,other,1,4,42,18,472,1,0
2170,no,no,no,yes,single,female,9,5,22,20,539,0,0
2171,no,no,yes,yes,single,other,3,15,65,15,534,1,0
2172,no,no,no,yes,single,female,10,2,44,15,227,0,0
2173,yes,no,yes,yes,married,male,4,9,57,15,185,2,0
2174,no,no,yes,no,married,other,2,6,45,10,321,2,0
2175,no,yes,no,no,married,female,5,13,51,11,422,1,1
2176,yes,no,yes,no,married,female,5,1,52,18,124,2,1
2177,yes,no,yes,no,married,female,8,3,27,11,201,2,1
2178,no,no,yes,no,single,other,2,1,24,7,193,0,0
2179,yes,no,no,yes,single,other,8,12,53,18,222,0,1
2180,no,yes,no,yes,married,female,2,7,62,17,320,1,1
2181,no,no,yes,yes,single,male,7,3,51,11,463,0,1
2182,yes,no,no,yes,married,male,2,15,18,17,65,3,0
2183,yes,no,yes,no,married,other,7,5,61,7,121,1,0
2184,yes,yes,no,yes,single,female,4,9,38,16,295,0,1
2185,yes,yes,yes,no,married,female,4,4,47,15,560,2,1
2186,no,yes,yes,no,single,other,10,8,60,8,361,1,0
2187,no,no,yes,no,single,male,2,9,52,15,298,1,0
2188,no,yes,no,no,married,male,2,3,41,6,550,0,0
2189,yes,yes,yes,yes,married,male,3,15,57,14,97,2,1
2190,no,yes,no,yes,single,male,4,8,47,19,140,2,1
2191,yes,yes,no,yes,married,other,2,11,46,4,420,0,0
2192,no,yes,yes,no,married,female,5,3,33,10,435,1,1
2193,yes,yes,yes,yes,married,female,3,5,48,11,427,3,1
2194,no,no,no,yes,single,other,9,3,56,18,325,3,1
2195,no,yes,yes,yes,single,other,9,5,22,15,386,3,0
2196,no,no,no,no,single,male,8,11,36,18,496,1,0
2197,yes,no,no,no,married,female,5,6,19,10,234,0,1
2198,no,yes,yes,no,married,female,8,8,34,5,375,0,0
2199,yes,yes,yes,no,married,other,8,15,27,9,124,0,1
2200,no,no,no,yes,single,other,10,8,36,17,430,1,0
2201,yes,no,yes,no,single,male,6,1,48,14,257,1,0
2202,yes,yes,no,no,married,other,9,2,42,6,259,2,1
2203,yes,yes,yes,yes,married,male,7,5,18,7,358,2,0
2204,no,no,yes,yes,single,female,7,4,57,9,516,1,1
2205,yes,no,yes,yes,single,male,3,15,35,8,188,2,1
2206,yes,no,yes,yes,single,male,10,10,40,5,236,0,0
2207,no,yes,no,yes,married,male,2,10,59,5,83,3,0
2208,yes,yes,yes,no,married,male,9,7,61,14,566,2,1
2209,yes,no,no,no,single,other,5,9,32,18,44,2,0
2210,no,yes,yes,yes,married,other,2,12,30,9,218,3,0
2211,no,yes,yes,no,single,female,3,8,49,14,32,3,1
2212,no,no,yes,no,married,other,1,9,32,8,214,3,1
2213,yes,no,yes,no,married,male,1,5,37,14,573,3,1
2214,no,yes,no,no,married,other,4,1,39,19,111,0,1
2215,yes,no,yes,yes,single,female,9,1,33,11,443,0,0
2216,yes,yes,yes,yes,single,other,3,8,57,12,519,2,1
2217,no,yes,no,yes,single,female,9,1,51,4,383,3,0
2218,yes,yes,yes,no,single,female,6,8,18,13,324,2,1
2219,no,no,yes,yes,single,female,6,7,44,10,587,1,1
2220,no,yes,yes,yes,single,male,3,5,50,17,76,3,0
2221,no,no,no,no,married,female,9,2,55,10,80,3,0
2222,yes,no,yes,no,single,male,5,2,42,11,600,0,0
2223,no,yes,no,yes,single,female,1,13,18,6,59,3,0
2224,no,no,no,no,single,female,9,10,33,15,125,3,1
2225,yes,yes,no,yes,single,male,5,13,44,7,181,0,0
2226,yes,no,no,no,single,male,2,2,37,5,284,3,1
2227,yes,no,no,yes,married,other,2,11,26,10,103,0,1
2228,yes,yes,yes,no,single,female,1,2,64,13,381,2,1
2229,no,yes,no,yes,married,other,7,3,27,6,166,2,1
2230,yes,yes,no,no,single,male,8,4,32,13,124,2,1
2231,no,yes,yes,no,single,male,1,7,60,17,249,0,0
2232,yes,no,yes,yes,married,other,5,6,34,9,145,3,0
2233,no,no,yes,yes,single,female,5,6,20,10,32,1,0
2234,yes,no,no,yes,married,male,1,1,35,13,163,1,0
2235,yes,no,yes,yes,single,male,10,7,44,11,496,2,1
2236,yes,no,no,no,single,female,9,11,47,13,505,0,0
2237,no,no,yes,no,married,female,7,14,44,9,364,2,0
2238,yes,no,yes,no,married,male,10,8,57,12,225,2,1
2239,yes,no,yes,yes,married,male,10,7,32,15,173,1,1
2240,no,no,yes,no,married,other,6,3,24,7,48,3,0
2241,yes,no,yes,yes,single,female,9,2,23,7,333,3,0
2242,no,no,no,no,single,other,3,8,23,5,378,0,0
2243,yes,yes,yes,no,married,other,1,4,52,6,135,0,0
2244,yes,no,yes,no,married,male,7,10,26,12,76,3,0
2245,no,yes,no,no,married,male,2,14,46,9,339,2,1
2246,no,no,yes,yes,married,male,5,1,20,13,433,2,1
2247,yes,no,yes,no,married,male,3,10,45,10,69,1,1
2248,yes,yes,yes,no,married,male,5,13,51,17,344,2,1
2249,yes,no,yes,no,married,female,10,13,24,7,279,1,1
2250,yes,no,yes,yes,single,other,3,1,20,16,331,1,0
